A0A0G2JTA1 Q9QZC5
Q505I5 Q505I5
G3V660 G3V660
P60889 D3ZUJ5
D4A7G2 D4A7G2
A0A0H2UHH7 D3ZQL0
D3ZAG0 D3ZV63
D3ZE91 D3ZE91
D4A6T2 D4A6T2
M0RCM7 P25108
D3ZEH2 D3ZEH2
A0A0G2JU29 A0A0G2JU29
G3V734 A0A0G2JX16
Q4V893 Q4V893
A0A0G2K0Z9 Q3B7D1
D3ZRM3 M0R613
M0R6Q4 G3V867
G3V6Q6 P35280
G3V981 O88368
Q6AYE0 F1M8E7
P25108 Q63486
D4AC99 A0A096MK18
F1M8E7 F1M8E7
D4A6K4 D3ZID8
G3V7I9 G3V7I9
Q64620 B2GV58
P26453 Q5XIT9
A0A0G2K199 Q6Q0N3
Q5XIK2 P11167
D4A8G6 B1WBU6
Q5XI31 H9KVE7
Q6P6R0 A0A0G2JZU6
A0A0G2K3W4 Q5EB96
D3Z822 D3ZQW1
P62501 A0A0G2K889
B1H2A6 B1H2A6
Q5I0L3 Q5I0L3
Q6I7R5 D4AC56
D3ZJW0 D3ZJT9
Q04931 Q5M830
D4A8M5 G3V6C3
E9PT99 D4ABM3
P0C0R5 A0A0G2K3H2
Q56R20 Q56R20
D3ZNX3 P29348
Q63016 Q63016
Q5RKH7 B0BN49
Q6P6R0 D3Z9K9
B2RZ31 B2RZ31
B5DFE2 B5DFE2
F1LPY6 F1LPY6
D3ZWF4 G3V6D2
D3ZKC8 D3ZKC8
D3ZRJ7 P48508
A0A0H2UHT3 B2RZ57
D4A914 D4A914
D4A7V0 A0A0G2K1A2
D4A5R0 D4A5R0
Q5QJV4 Q6IML7
P48508 Q6IFV1
Q5XI21 E9PSV5
A0A0H2UHH2 F1LV10
P05714 P05714
D4A9V4 A0A0G2K659
P11505 M0RBF8
F1LNK6 F1LNK6
A0A140TAC4 A0A140TAC4
D3ZV70 A0A0G2K463
D3ZPY0 Q7TSL3
D4A8G0 Q4V899
A0A0G2K283 Q9Z0V5
P38983 P38983
A0A0U1RRY7 Q5M7U1
D3ZB55 Q3SWT5
D4ADZ2 M0RB26
B2GV80 B2GV80
A0A0A0MY03 D3ZYL4
A0A0G2K3G1 A0A0G2K3G1
F7ESD4 G3V8W6
A0A096MK18 D4AC99
D4A3E2 D4A3E2
D3ZQI0 D4ABY4
D4A1H7 P05714
A0A0G2JSI5 D4ACQ1
D3ZP45 D3ZP45
A0A0G2K5J9 A0A0U1RRY7
O88550 D4A1M1
Q5FVC4 Q6P6U0
Q5XI31 Q5FVC4
Q6AXY9 F7EWN2
O54854 O54854
D3ZGN4 D3ZNX0
B2RYB8 B2RYB8
A0A1B0GWW0 A0A1B0GWW0
G3V918 M0R9Q1
D4A2B8 D4A2B8
Q5RK03 A0A0G2KA42
Q68FS1 B2RYD0
D3ZYE1 D3ZU52
Q497B7 Q6MG27
D3ZRE1 F2Z3R0
Q6QI44 F1M9B3
Q6AXW4 D3ZQL7
D4A3U7 G3V6K3
A0A0G2K6D6 A0A0G2K6D6
D3ZKF6 D3ZDS9
D4AC33 D4AC33
Q6P771 F1LSV1
Q6MGD2 Q63120
D4A349 F1LNK2
M0RBH9 Q5FVN2
O35433 D3ZMV1
A0A0G2JZ68 A0A0G2JZ68
A0A0G2K1V9 F7ESD4
A0A0G2JUT7 B1WC69
D3ZD84 D3ZD84
Q68A65 G3V774
G3V6T1 G3V6T1
P11167 F1LP82
P70550 Q5BK53
D3ZFF4 D3ZFF4
D4AED2 A0A0G2K250
E9PSV5 D3Z9M1
E9PSY8 E9PSY8
G3V7S2 G3V812
A0A0G2K427 D4A648
B0BN55 F1M8E7
A1EC95 A1EC95
D3ZID8 F1LNP1
D4A4A8 D4A4A8
D3ZA02 D3ZA02
D3ZTX0 Q5FVQ4
D4A542 Q9R120
A0A0G2K4L4 A0A0G2K4L4
F1LWB1 D4A3K2
M0R6D8 M0R6D8
P61751 D4AAT4
P11167 P11167
G3V9T4 D3ZTJ6
Q0D2L3 Q0D2L3
A0A0G2JZE8 H1UBN0
G3V6Q9 G3V6Q9
F1LVT8 F1LVT8
F1LN45 F1LN45
F1LRE1 A0A0G2JWJ0
D3ZLC1 D3ZTT7
D3Z8G7 D3Z8G7
D3ZAZ0 D3ZAZ0
Q7TNY1 B5DEL1
Q9JK64 D3ZUT8
A0A096MJ41 A0A096MJ41
Q99PJ7 Q99PJ7
P62501 Q5M9F7
B2RZ08 B2RZ08
A0A0G2JTR4 A0A0G2JTR4
M0R9L3 Q6Q0N3
B2RYL8 Q68FS2
B5DER2 B5DER2
Q9ESZ0 Q9ESZ0
B5DF95 Q66HP6
Q5XI51 Q5XI51
D4AC99 D4AC99
G3V711 D4A0M3
Q9QYJ2 B2RZ38
A0A0U1RRP3 A0A0G2JZ34
Q6IFU9 Q6IFU9
G3V918 G3V7U4
Q9WTT7 Q91ZN7
F1LZH3 F1LZH3
D3ZTE6 G3V7X4
O54854 D3ZUU6
G3V6G9 G3V6G9
E9PU02 E9PU02
D3ZGZ9 D3ZGZ9
D4ABZ6 O88368
F1LST0 A0A0H2UHV9
G3V774 D3ZID8
H9KVF3 D3ZTX0
G3V824 Q5FVQ4
D3ZU42 D3ZU42
M0R688 M0R688
Q5U2X6 Q5U2X6
P26453 G3V9N1
A0A0G2JX16 D3ZI07
Q5XHZ9 F1M9V7
H9KVE7 Q5FWY5
B2GV82 D3ZI68
A0A0G2K8N1 Q4KLL9
D4A0W7 Q501W2
A0A140TAC4 B0BN55
D3ZTA4 D3ZTA4
B1WBU6 F1LNP1
D3ZXF8 D3ZXF8
O70185 Q5RKH0
Q5FVI6 D3ZUJ5
G3V735 D3ZRK7
D4A9Z2 A1A5Q1
B0BN55 Q6AY80
Q5U2X1 Q5U2X1
D4A9Y0 F1M943
B1H227 A0A0G2K9C0
D3ZKR9 Q4V8G5
G3V7A4 G3V7A4
D3ZRJ7 Q6IFV1
O35410 Q9R019
D3ZP96 D3ZP96
D4ABX3 D4ABX3
D3ZD11 D3ZD11
M0R890 M0R890
F1LWX5 F1LWX5
V9GZ88 V9GZ88
B2RYB8 G3V758
A0A0G2K862 Q9QYJ2
D4A615 D4A615
Q642B1 O88658
B2RYN1 B2RYN1
G3V981 B3DMA5
Q62991 Q62991
A0A0G2K0N1 Q6AY80
Q4KLL9 F1LPF2
B1H222 A0A0G2K864
E2CWF0 D3ZQL7
Q66H06 Q4VFZ4
D3ZA78 Q5U3Y2
Q66HA7 Q642B1
D3ZQL7 Q5PQW4
Q4KM97 Q5FVC4
F1M963 A0A0G2JSI5
Q66HA1 F1MAM1
Q9JJ40 Q9JJ40
B0BN49 Q5I0I5
Q09167 Q09167
Q32WR5 D3ZUU6
Q3SWU0 Q3SWU0
F1LSC5 D3ZD11
Q642B1 Q66HA7
D3ZWB2 E9PTB6
Q66HA1 A0A0H2UHU4
D4AE88 D4AE88
Q6TQE1 Q6TQE1
G3V7S2 D3ZBH0
D4A629 D4A629
D3ZRK7 D4ACC5
G3V8L9 A0A0G2K7T5
M0R711 M0R711
A0A0G2K2C7 A0A0G2K2C7
D3ZUJ5 A0A0G2K8Q8
B1WC69 D3ZSF0
D4A2G4 P61459
P61459 A5HK05
Q5PPI1 D3ZZC1
A0A0H2UHV9 F1LPP2
A0A0G2K8Q8 A0A0G2K8Q8
D3ZXM2 F1LUD4
B2RZ60 Q6P6R0
A0A0G2K953 A0A0G2K953
Q66HP6 B5DF95
G3V9I9 A0A0G2JWJ0
Q4FZS2 Q4FZS2
F2Z3T9 Q6P7A7
A0A0G2JWR1 A0A0G2JWR1
Q6DKY8 Q4KLM4
F1LRV1 Q6AZ54
D3ZLP2 D3ZLP2
A0A0G2JUC3 Q4V7G1
Q5FVQ4 D4ADT5
D3ZLC1 D3ZLC1
D3ZBJ0 D3ZBJ0
D3ZKF6 B2GUY9
A0A0G2JUE5 A0A0G2K7Q0
B1WBW4 D3ZN21
E9PTS7 D4ABC4
Q3MIB4 Q5FVQ4
D3ZNQ7 B1H220
A0A0G2K4P5 Q9QWJ9
P85108 P85108
M0R8P3 G3V7S2
D3ZLM7 A0A0G2K953
D4A9L1 B4F7A3
G3V7I9 Q66H21
Q6IG00 F1LUM5
M0R589 D3ZUT8
D3ZTP8 D3ZTP8
Q9R237 O35115
Q5U2R0 D4ABZ6
B4F778 Q04931
P51156 P51156
Q5U2Y6 Q498C9
D4A4X5 A0A0G2JZU6
P50475 P50475
F1M0P3 D3ZTB4
B0BN55 A0A140TAC4
F1M4P0 D4A3C2
Q9WV50 O70185
G3V7M9 Q3B7V0
P51638 A0A0G2JYH7
F1M632 D4A251
D3ZEI6 D3ZTB4
D3ZUW6 D4AED2
A0A0G2JSN4 A0A0G2K6E5
A0A0U1RRS7 D4A3U7
B4F7E8 B4F7E8
P07340 M0RBF8
P11608 P11608
P34058 P34058
B0BN81 B0BN81
D3ZWZ6 D3ZWZ6
P51638 D3ZHJ4
D3ZMS3 Q9JK64
F1M944 A0A0G2JU05
M0R5V4 A0A140TAI2
Q5XIA3 D4A8C4
D3ZJ91 D3ZJ91
P11167 Q5XIK2
Q5EB56 Q5EB56
H1UBN0 D3ZH66
Q4V7G1 P70550
A0A0G2K4T5 A0A0G2K4T5
Q642B1 D4AAK2
D3ZTP9 D3ZTP9
A0A0G2K1V9 A0A0G2K1V9
Q4G059 F1LUA2
A0A0H2UHI2 A0A0H2UHI2
Q642E5 A0A140UHY1
Q6AYE0 Q6AY80
F1LLX6 F1LLX6
D3ZYT6 D3ZYT6
F1M3L4 F1M3L4
F1LN88 F1LN88
G3V7M5 D3ZE26
Q6AYE7 Q6AYE7
A0A0G2JUM3 D3ZN21
E9PTB6 D3ZWB2
Q5XFW8 Q5XFW8
D3ZID8 D4A8G6
Q5FVC4 Q5FVC4
A0A0G2JSI5 F1M963
Q5U2M8 Q5U2M8
A0A0G2JWR6 A0A0G2JWR6
F1LMM5 Q4V7G1
D4A6L5 D4A6L5
P50430 A0A0U1RRY7
A0A0G2JUP9 Q68FS1
D3ZEI0 D3ZEI0
B1H269 E9PU01
D3ZE26 G3V877
E9PU02 G3V6S2
A0A0G2K0N1 F1LMQ1
F1LQ81 B0BN63
Q6QI44 A0A0G2JXC2
D4AEK7 F1LVR4
P05982 Q5I0E7
Q6AYB4 A0A0G2JSY8
F7ESD4 F7ESD4
D3ZUD8 D3ZUD8
D3ZVM4 P60889
A0A0G2JV16 A0A0H2UHN1
Q6IFU9 A0A0G2K509
D3ZRB5 B0K018
Q5XI29 F1MA98
A0A0G2JSI5 Q5PPH4
Q8K593 Q8K593
F1MAF8 D4ABC4
P61131 Q7TPB4
B0BN56 O54968
D3ZEH2 A0A0H2UHT3
F1M761 B7X945
F1M0G5 Q9QZE9
P28647 B2RZ38
D4A944 D4A944
A0A0G2JTG7 Q794E4
F1M5C9 F1M5C9
D3ZTG2 D3ZTG2
F1MA31 F1MA31
Q9ET58 Q9ET58
Q4G061 Q4G061
Q6HA10 Q6AYU9
A0A0G2JU29 F1LMM5
Q3MIB4 D4ADT5
P62501 P62501
F1LMK3 G3V981
A0A0G2JTT6 F6PUS4
Q8CJH2 Q62928
B2GV58 B2GV58
D3ZLB7 F1LSV1
F1LPK7 Q4V8C2
B4F762 F1LSC5
A0A0G2JUP9 Q64542
F1M6P8 F1M6P8
D3ZTE1 D3ZER8
O70521 O70521
D3ZCX6 D3ZAQ2
Q6AYU9 Q6HA10
Q5XI17 Q5XI17
D4A240 B5DF09
Q9JJ46 A0A140TAD4
D4A2G4 D3ZZA1
A0A0G2JU41 Q6DKY8
Q5PQX1 D3ZCS4
Q5PPI1 Q5PPI1
F1MAA5 B2RZ72
P70550 F1LMK2
D3ZA38 D4AE99
Q9WVR6 Q9WVR6
D4ACA6 F1LNY6
D3ZSF0 D3ZSF0
F1LWM1 D3ZUD8
A0A0G2K098 A0A0G2K098
Q7TPK6 Q7TPK6
O35410 D3ZQN8
Q5U2R0 O88368
A0A0G2K8J2 Q71HP2
B2RYG6 B2RYG6
Q63467 M0R4S2
D4AB26 A1EC95
Q03346 Q6IRF5
Q5FVI6 P60889
E9PTU9 D4AA19
P39950 P39950
B2GV82 Q641W4
M0R8P3 Q6AYB4
M0RCX2 M0RCX2
D3ZUB7 B1WBR1
D3ZQE8 P61621
B0BN88 B0BN88
D4A6Q6 D4A6Q6
A0A0G2K0U9 G3V6S9
F1LP04 D4A9W0
D3ZBL5 D3ZBL5
D3ZA31 A0A0G2KA59
Q3B7D3 Q3B7D3
O08651 O08651
G3V9T4 G3V9T4
D3ZCK4 G3V9A0
Q5XIN4 D3ZAB6
B5DEX9 D4A898
Q7TPK6 A0A0G2JU41
O08629 Q68FR6
A9CMB8 M0R6T4
D3ZZA1 A5HK05
A0A0H2UHP0 A0A0G2JXT8
G3V700 Q5XI29
A0A0G2K953 B2GV00
G3V9I9 P50503
Q5BK59 F1LWJ6
Q2M1K5 F1LYI0
D3Z8N4 D3Z8N4
F1LNG5 F1LNG5
D3ZJC1 D3ZJC1
A0A0G2JXC2 Q6QI44
Q80Z34 M0R613
Q9JI56 Q9JI56
Q9WV50 D4A648
D3ZWF2 A0A0G2QC19
Q6P7B0 Q6P7B0
A0A0G2K0X1 A0A0G2K0X1
B3DMA5 O88368
F1LWM1 O35552
A0A0G2K8R7 A0A0G2K8R7
A0A0G2JTI7 A0A0G2JTI7
E9PTU9 D4A895
Q5FVQ4 G3V824
D3ZWF4 D3ZB96
Q8R560 Q8CJ99
M0R711 P11505
F1LUA2 Q4G059
B2RZD1 B2RZD1
Q5XI72 G3V963
Q9WVR7 Q9WVR7
A0A0G2KA59 D3ZA31
D3ZZ95 D3ZZ95
Q64LC9 Q64LC9
D4A898 P35355
D3ZWG3 Q6P771
O55099 O55099
B2RZB7 B2RZB7
G3V711 G3V711
Q2M1K7 Q2M1K7
A0A0H2UHV9 D4A3J9
Q9WUD9 Q9WUD9
G3V7J3 G3V7J3
D4ACW1 A0A0G2K2C2
P47861 P47861
D3ZYK9 Q6MGC3
A0A0H2UHT3 F1LRM5
G3V763 E9PSX8
D3ZT51 D3ZT51
D4ADH7 F1LZM0
G3V812 Q6AYB4
F1LM47 D4ACG2
A0A0H2UH92 D3ZRJ0
D3ZZW2 D3ZZW2
D3ZEH1 D3ZEH1
D3ZSF0 G3V6V7
Q63406 Q63406
Q4FZS9 Q4FZS9
B2RZ26 M0R462
A0A0G2K615 A0A0G2K615
Q5U2Y2 Q6BDS1
D3ZD11 Q5FWY5
F1LWB1 A0A0G2K9S1
F1M6X7 F1M6X7
Q9JI15 A0A0U1RRY7
Q66H66 Q66H66
F1LPQ4 F1LPQ4
A0A0G2JWJ0 F1LT49
O09018 F1LZI7
F1LMF9 M0RCA0
D4A1X2 B2RYL8
Q9ET58 D4ABX3
D3ZID8 G3V6K4
P60825 P60825
M0R8Z5 M0R8Z5
A1A5R1 A1A5R1
A0A0G2K9U6 A0A0G2K9U6
D3ZA12 Q5XIE1
B1WBV1 B1WBV1
O88550 B2GUV6
A1L1I3 A1L1I3
M0RB24 Q6HA10
F1LLX6 D3ZZR3
D3ZKT8 D3ZKT8
E9PSV5 Q6QI44
Q8R560 Q6MGD2
Q6RUV5 Q6RUV5
D3ZSN4 D3ZSN4
Q6AYE0 A0A0G2K0N1
A0A0G2JV07 A0A0G2JV07
A0A0G2K9F0 A0A0G2K9F0
D3ZBH0 A0A0G2JXY1
D4A542 F1M0B5
A0A096UWG9 A0A096UWG9
A0A096MK18 D3ZWB2
Q505I5 F1LVT0
Q5FAQ9 B1WBR1
D3ZAQ2 D3ZCX6
A0A0G2K4P0 D3ZKV7
Q63016 A0A0G2JSJ5
A0A0G2JTY6 Q5U3Y0
F1MAM8 F1MAM8
G3V8S7 D4A100
Q7TP21 Q7TP21
Q6X936 A0A0H2UHH2
E9PST5 E9PST5
G3V7K8 P47861
M0R9Q1 G3V7U4
Q9Z336 Q9Z336
D3ZR53 A0A0G2JWJ0
Q5U2Y6 A0A0G2K9B4
Q5PQX1 Q5PQX1
D3Z8G7 D3ZZN9
A0A0G2KAJ3 A0A0H2UHT3
D4A3C2 Q9JK64
D4A4T6 D4A4T6
Q496Z9 P04182
P47196 P47196
Q6P791 Q9WV50
D3ZUK4 D3ZUK4
P68255 P68255
Q5U2X4 Q5U2X4
Q5XIK2 A0A0G2K016
Q5XIH9 Q5XIH9
Q641X9 Q641X9
Q9JJL4 D3ZAQ2
P51556 D3ZMN4
Q9WVB9 G3V7K0
A0A0G2JZA4 A0A0G2JZA4
G3V8C0 G3V8C0
Q5XIQ6 Q5XIQ6
A0A0H2UHU4 Q66HA1
F1LZI7 D3ZXH8
A0A0G2K9Y6 A0A0G2K9Y6
A0JPK9 D4A6N8
D4A251 D4A251
Q9JMB3 Q5EAJ6
P49186 P49186
D3ZRJ7 D3ZRJ7
M0RCA8 D4ADM7
Q62923 Q62923
A0A0H2UHZ4 A0A0H2UHZ4
Q5BJP1 Q6AYE7
A2RRU1 Q63489
F1M944 A0A0G2JXI1
F1MAF8 E9PTS7
Q5RK08 Q5RK08
A0A0G2K5J9 A0A0G2JZ04
A0A0G2JSN4 P05540
A0A0G2K0N1 F1M8L9
F1M9V7 Q5XIT9
Q62762 Q62762
G3V943 G3V943
Q497B7 D3ZV70
Q5PPH4 D4A251
Q5PQP9 Q6DKY8
P56261 Q4KM96
F1LW22 B0K018
Q6AY09 D3ZG48
A0A0G2JX16 G3V734
D3ZIV8 Q4QR75
A0A0G2JZF6 A0A0G2JZF6
Q5XI31 D3ZD11
B2RYD0 P38718
Q66HE8 D3ZU52
Q9ES08 Q9ES08
F1M7L9 F1M7L9
D3ZBL6 D4A1J6
D3Z8X4 D3ZWB2
E2CWF0 Q6AXW4
A0A0G2JXI1 A0A0G2JXI1
F1LNV7 B5DEH2
P26342 P26342
Q66H21 M0R493
D3ZXX3 P49000
Q6AYK8 A0A0G2JWD6
A0A0G2K5R4 Q5BJP1
D3ZHJ4 A0A0G2JYH7
Q6AYB4 A0A0G2JXY1
B1WC28 Q99PT0
D4A240 Q5I0I5
F1LRE2 A0A0G2K862
B1WC26 B1WC26
Q569D2 F1LPZ7
A0A0G2JXI5 Q8CJ99
A0A0H2UH91 D4AED2
F1M7K4 D3ZRJ7
D4AED2 D4AED2
A0A0G2K5J9 Q9JI15
F1M0G5 F1M0G5
Q5U3Z7 Q5U3Z7
D4A5C3 D4A5C3
P49793 P49793
F1M8E7 B0BN55
D4AE95 F1LZD2
B2RYB8 Q9QYW3
D3ZTE1 D3ZTE1
D3ZT85 G3V7X9
Q3KRE8 A0A096MJZ2
P80432 A0A0G2JZF6
B2RZ12 B2RZ12
A0A0H2UHP5 D3ZF86
P51156 F1M8A7
D4A6A8 D4A8M7
A0A0G2K509 F1M943
D4ABY4 D4AED2
F1LXJ9 Q6IFV1
Q62762 D3ZCQ7
D3Z9L0 A0A140TAJ3
F1M8L9 A0A0G2K0N1
Q4V8B4 E9PTF0
P36364 F1MA44
D3ZA38 Q642B0
A0A0G2JTY6 A0A0G2JTY6
A0A0G2K0N1 F1LZ43
A0A140UHY0 A0A140UHY0
G3V845 G3V845
G3V8N1 D4ADK7
F7FL53 F7FL53
Q62976 D4A0M3
D3ZQN8 O35410
M0R8P3 G3V812
Q4G059 Q4G059
Q925D2 Q925D2
A0A0G2KA90 D4A5U3
Q5U3Y7 P26794
E9PTU9 E9PTU9
B1H244 B1H244
F1LQM8 D3ZWB2
G3V6V7 D3ZY49
A0A140TAJ3 A0A140TAJ3
B2RZ60 D3Z9K9
A0A0G2K0K7 A0A0G2K0K7
A0A0G2JSV9 P52944
F1M632 D4ACQ1
Q5FVC2 Q5FVC2
A0A0G2K6L6 A0A0G2K6L6
D3ZUB7 D3ZUB7
B0BN55 F1LZ43
Q4V8C2 F1LPK7
O88368 D4ABZ6
Q04906 Q6AYA8
Q5FWY5 F1LSC5
Q5EAJ6 Q642B1
A0A0G2K0W9 A0A0G2K0W9
P51556 D3ZDJ3
G3V6R9 G3V6R9
Q498R3 F1LMV6
Q5I0K8 D4A9Z6
P63074 D3ZI07
Q9WTQ6 A0A0G2K601
D3ZQI0 D3ZLZ9
A0A0G2JYD0 A0A0G2JYD0
G3V928 G3V928
A0A0G2K5J9 G3V6J7
A0A0G2K3H2 A0A0G2K3H2
D4A9D8 D4A9D8
G3V6G1 G3V6G1
F1M842 B5DFM8
A0JPP6 D3ZZW2
Q4VFZ4 Q4VFZ4
F1LSM5 G3V711
B1WCA0 B1WCA0
Q5U2N1 P63074
D4ACL0 D3ZNQ7
O35092 O35092
G3V6D7 G3V7N1
F1M798 A0A0G2JWR1
A0A0G2JY06 G3V974
F1MAK9 A0A0H2UHA6
G3V9C0 G3V9C0
B1WC69 D3ZEN8
B5DF93 Q3T1I9
D3ZYB6 D3ZYB6
F1M944 P14173
D4Q8I2 D4Q8I2
G3V7F3 D4A251
F1LZ43 F1M8E7
Q3KRE8 Q5XIT9
P18864 M0RBT9
A0A0G2K5H7 F1MAF8
Q68FZ1 Q68FZ1
Q6P7R8 Q6P7R8
Q5U1W4 F1LNZ5
Q3SWT5 D3ZB55
P05540 G3V931
Q9R237 Q9R237
Q5I0I5 D4A240
F1M4U9 Q5RKH7
A0A0G2K0K8 E9PSK7
Q9WTQ6 B1H244
A0A0G2JTT6 Q4V7E1
D4A4K3 D3ZFF4
P51638 Q4V7E0
F1LRM5 F1LRM5
D4A3J9 A0A0H2UHV9
Q5I0I5 B0BN49
P16443 P16443
D4ADM7 D3ZS85
F1LZ43 F1M8L9
Q5U2R0 P67999
Q6AYA8 Q3MHU5
A0A096MJK1 A0A0G2K5F1
D3ZMS3 F1M6P8
D3ZYL4 A0A0A0MY03
Q6AY57 D3ZXX3
D3ZWW5 D3ZWW5
P17108 Q6BDS1
Q9JJM4 Q5XIL7
A0A0G2JTM9 A0A0G2JTM9
E9PTF0 M0RC57
A0A0G2JZ04 P50430
D4A1H7 A0A0G2JWR1
D4A3C2 Q5RK03
D3ZUU6 B1H244
Q63528 Q63528
Q6MGC3 D3ZYK9
Q9EQH5 Q9EQH5
F1M7S3 F6QFT3
Q6P791 D4A648
G3V7K8 Q62673
D3ZPY0 P50399
F1LSM5 F1LSM5
Q5U214 Q5U214
D4A5I9 D4A5I9
F1LRE1 P50503
A0A0G2K9M4 A0A0H2UH92
A0A0G2JWA8 A0A0G2JWA8
A0A140TAC4 Q6AY80
F1LRV4 F1LRV4
B2GV58 Q5PQL2
A0A0G2JUQ8 Q6QI44
Q641W4 Q641W4
G3V7S2 A0A0G2JXY1
A0A096MK18 M0R4L7
A0A140TAI2 F1LRE2
D3ZW08 D3ZW08
Q64620 F1MAL5
F1LN50 F1LN50
A0JPN1 D3ZUJ5
P27704 P27704
Q64361 A0A0G2K862
D3ZTE1 F1M8A7
A0A0G2JX16 P63074
Q498R1 Q80Z34
G3V9I9 F1LRE1
Q5PQU0 A0A0G2JUC3
A0A0G2KA91 F1LNT5
D4A1H7 F1M798
A0A0G2KA42 F1M6P8
P50399 P50399
A0A0G2K6E3 Q9ERL1
Q62910 Q62910
A0A0G2JYH7 Q4L0E9
D4A980 D3ZHV0
G3V6J7 Q9JI15
Q6AXM8 Q6AXM8
P18901 Q63511
G3V6Y9 G3V6Y9
B1H2A2 A0A0G2K0K8
A0A0G2K8Z6 B1H267
P28647 D4A6W7
D3ZSN4 D4A1C0
F1LZD2 B2RZ70
Q3KRE8 Q5U2X6
D3ZBP3 A0A0G2KAJ3
A0A0G2JY06 A0A0G2JY06
A0A0G2JSJ5 O35552
F1LNP1 Q68A65
Q6B959 E9PSX8
Q09073 Q09073
Q9QYJ2 Q9QYJ2
F1LR36 F1LR36
Q5U2Z2 F1LS93
D4A9Z6 Q4QR75
F6QFT3 F6QFT3
M0RDF7 M0RDF7
D4A062 D4A062
G3V734 G3V6S2
M0R493 M0R493
D4AAH4 D4AAH4
D3ZTZ1 Q6AY64
Q5M824 Q99PW5
Q6TUD5 Q6TUD5
F1LNS6 D3ZH31
Q63504 B2GUX2
P62246 Q6PDV8
Q5BJX4 Q5BJX4
F6PUS4 A0A0G2JTT6
F1MAF8 F1MAF8
F1LNP1 D4A8G6
F2Z3S9 D3ZIK0
Q4V8H7 Q5XIB8
A0A0G2JSR9 P61459
P39052 P39052
Q642B1 Q5EAJ6
A0A0G2JYH7 A0A0G2JYH7
A0A0G2JZA4 E9PT83
A0JPN1 A0A0G2K8Q8
P11505 M0R711
F1MAL5 B2GV58
Q5BK53 Q5BK53
Q5U2X6 Q3KRE8
P42260 Q6XUX2
B1WBR8 B1WBR8
Q5XIJ4 A0A0G2KBA9
D4AEC2 Q3T1I9
D4AEC2 G3V926
A0A0G2JTK6 Q6AYS2
A0A0G2K4T8 A0A0G2JSW4
A0A140TAG9 A0A140TAG9
B2RYG6 A0A0G2K2L0
D3ZY49 G3V6V7
Q99PW7 E9PSX8
D4A4X5 Q6P6R0
F1LQN6 D3Z9K9
A0A0H2UH91 A0A0G2K250
D3ZNX0 P0C5J9
P08050 A0A0G2K2N0
A0A0G2JZA4 Q5XI17
B2GUY9 Q99MA0
F1MAH5 F1MAH5
A1A5S1 E9PU01
Q5FWY5 Q5FWY5
G3V624 G3V624
Q924S5 M0R711
Q02769 Q02769
F1LRB5 A0A0H2UH97
F1LRE2 F1LRE2
D3ZN21 D4ABK1
D3ZDJ3 D3ZDJ3
A2VCW5 P29348
A0A0G2JUT7 A0A0G2JUT7
D4A9Z2 D4A9Z2
D4A542 G3V637
Q9WV50 Q5RKH0
F7FLS6 G3V711
Q5QJV4 Q5QJV4
Q3B7D0 Q3B7D0
D3ZZA8 D3ZZA8
D3ZLZ9 A0A0G2K250
Q4QQW1 Q4QQW1
Q2PQA9 F1LXF5
D4ABM3 A0A0G2JUM3
D3ZHJ4 P51638
M0R961 D4A0U3
D3ZQI0 A0A0G2K250
Q63504 A0A0G2K4K0
A0A0G2K601 B1H244
B7X945 Q5PQN6
D3ZLB7 D3ZWG3
Q6AXQ0 Q6AXQ0
D3Z9K9 G3V8G3
D4A2A9 A0A0G2K8U5
M0R975 D4A4Q3
F1LMM5 F1LMK2
Q6AXY9 A0A0G2K3W4
F1M4P0 Q5RK03
D3ZN21 D3ZN21
Q794E4 Q09073
G3V981 D4A2G7
A2RRU3 A2RRU3
D4A2G7 P67999
G3V700 A0A0G2K9B4
D4A1P7 D4A1P7
Q99N27 Q5XIP6
F1M771 F1M771
D3ZXM2 F1LZI7
D4A0E3 D4A0E3
D4A3J9 M0RDF1
D4ACF2 D4ACF2
Q6AYE7 A0A0G2K7F0
Q4G059 F1LNY6
A0A0H2UHM2 A0A0H2UHM2
A0A0U1RRY7 A0A0U1RRY7
Q5BK53 F1LMK2
G3V7N1 F1LRH4
D4A7E9 D4A7E9
A0A0G2JXC2 Q5XI21
Q99MA0 D3ZKF6
D4A1X2 P85515
D4ABV2 D4ABV2
Q5M9F7 Q5M9F7
A0A0G2JTY4 B2RZ57
G3V7S2 Q6AYB4
A0A0A0MY03 A0A0A0MY03
D4AC99 A1EC95
D3ZTA2 D3ZTA2
Q497B7 D4A4K3
D3ZNH2 Q3MIF2
D3ZMN2 D4A7Y4
A0A0G2K5H7 F1M9Q8
D3ZQW1 D3Z822
Q6AYC8 Q6AYC8
P82808 P68101
Q5XIT9 G3V9N1
A0A0G2JYP2 A0A0G2JYP2
A0A0G2JZU6 F1LQN6
A0A0G2K615 O54968
F1MAM6 F1MAM6
Q6AYN8 A0A0G2K8W9
D4A6W7 D4A6W7
D3ZPD0 D3ZPD0
Q5I0E7 Q5I0E7
D3ZE01 A0A0G2KA90
A0A0G2K494 A0A0G2K494
A0A0G2JZI2 D4A914
Q5HZY2 G3V637
E9PTB6 D3Z8X4
Q32WR5 F1M957
P49185 P49185
Q9R019 O35410
